代碼,商品,漲幅%,產業地位,細產業,股本,市值
8028,昇陽半導體,3.54,主要從事再生晶圓與晶圓薄化代工業務,矽晶圓,17.97,410.2
8081,致新,4.14,台灣前三大類比IC設計公司,類比IC,8.62,227.5
8110,華東,4.43,華新集團旗下封測廠,IC封裝,51.77,262.5
8131,福懋科,2.43,南亞科旗下記憶體封測廠,IC封裝,44.22,298.5
8150,南茂,-1.83,全球前3大LCD驅動IC封測廠,LCD驅動IC封裝,70.45,641.1
8261,富鼎,7.14,提供MOSFET、IGBT和電源IC之解決方案商,電晶體,11.89,113.2
8271,宇瞻,-1.73,全球前十大DRAM模組廠,記憶體模組,12.81,284.4
3105,穩懋,6.8,全球最大砷化鎵晶圓代工廠,砷化鎵相關,42.39,2229.9
3122,笙泉,-4.23,提供有關MCU軟硬體全方位服務的廠商,MCU,4.08,15.7
3141,晶宏,4.18,LCD驅動IC設計公司，也是電子紙驅動IC重要供應商之一,LCD驅動IC,7.55,43.2
3169,亞信,3.56,台灣乙太網路控制晶片廠,網路通訊IC,6.31,73.5
3178,公準,-2.61,機台設備使用之關鍵零組件、精密模具製造商,半導體製程設備,4.51,30.3
3227,原相,2.21,為CMOS影像感測器及數位影像應用IC領導廠商,CMOS晶片,15.05,348.4
3228,金麗科,-0.21,從事微控制器IC、嵌入式微處理器及網路單晶片IC等設計公司,MCU,7.15,172.7
3259,鑫創,1.14,從事NAND Flash控制IC及MEMS麥克風IC設計廠,FLASH記憶體IC,7.3,12.9
3260,威剛,1.9,全球前三大記憶體模組廠,記憶體模組,32.94,1488.7
3264,欣銓,0.67,主攻晶圓測試，台灣前三大IC測試廠之一,IC測試,49.02,1105.3
3265,台星科,0.84,淡馬錫控股之IC封測廠,IC封裝,13.63,246
3268,海德威,0.82,台灣消費性IC韌體設計廠,IC設計軟體,3.47,6.4
3317,尼克森,9.65,電源管理功率元件公司,電晶體,9,61.4
3372,典範,0,記憶卡、影像感測元件封裝廠,IC封裝,17.53,34.6
3374,精材,9.93,台積電轉投資的封測廠,IC封裝,27.14,675.7
3438,類比科,-1.39,台灣面板電源管理IC龍頭,電源管理IC,4.72,30.1
3467,台灣精材,-0.83,半導體設備使用的精密陶瓷零組件耗材廠,半導體製程設備,3.11,22.2
3527,聚積,1.09,全球LED顯示屏驅動IC設計龍頭廠,LED驅動IC,4.44,28.8
3529,力旺,2.88,全球嵌入式非揮發性記憶體矽智財(eNVM IP)領導廠,設計IP,7.47,3331
3555,博士旺,-2.9,區塊鏈金融科技解決方案應用開發與相關專案委託開發,應用軟體,4,87.2
3556,禾瑞亞,3.04,禾伸堂轉投資的觸控IC設計公司,觸控IC,6.37,34.5
3567,逸昌,-1.51,專注類比與混合訊號IC測試廠,IC測試,3.4,10
3581,博磊,0.64,國內提供封裝測試設備及治具之專業製造商,封測用設備,5.1,120.6
3675,德微,9.96,台灣整流二極體供應商,二極體,5.31,131.8
3680,家登,10,全球第一大半導體光罩載具廠,半導體製程設備,9.6,591.6
3707,漢磊,2.32,中小型晶圓代工與磊晶供應商,磊晶,39.66,297
4749,新應材,8.29,全球TFT-LCD光阻材料主要供應商,半導體化學品,9.27,1089.6
4923,力士,5.06,MOSFET及類比IC之設計和生產商,電晶體,3.39,12.7
4951,精拓科,-2.02,台灣電腦系統相關IC供應商,PC週邊IC,3.41,41.5
4966,譜瑞-KY,9.87,專攻高速訊號傳輸介面及顯示晶片廠商,高速傳輸介面IC,7.9,580.3
4971,IET-KY,5.09,以MBE技術製造III-V族磊晶廠,光通訊元件磊晶,4.72,289.1
4973,廣穎,9.94,矽創轉投資之記憶體產品廠,記憶體模組,6.53,71.5
4991,環宇-KY,6.52,全球III-V族專業晶圓代工廠,砷化鎵相關,12.09,829.7
5236,凌陽創新,-0.3,凌陽旗下MCU與網路攝影機晶片廠,影音IC,6,100.8
5272,笙科,-3.1,台灣專注於無線通訊射頻(RF)晶片廠,無線網路IC,5.53,13
5274,信驊,5.13,全球遠端伺服器管理晶片龍頭,其他IC,3.78,6738.4
5299,杰力,6.83,華碩轉投資的功率元件設計公司,電晶體,5.09,50.1
5302,太欣,-3.39,台灣第一家IC設計廠商，現專注影像擷取錄影之單晶片開發,消費性IC,15.99,18.2
5344,立衛,-2.06,威盛轉投資之邏輯IC及CPU測試廠商,IC測試,7.94,13.2
5347,世界,4.18,台積電轉投資之晶圓代工廠,晶圓代工,186.74,3258.6
5351,鈺創,6.66,台灣利基型記憶體IC設計廠商,DRAM記憶體IC,32.85,263.1
5425,台半,10,台灣整流二極體大廠,二極體,26.35,211.6
5443,均豪,6.58,台灣面板及晶圓檢測設備供應商,半導體製程設備,16.47,213.3
5468,凱鈺,1.97,LED驅動IC及光通訊IC設計公司,網路通訊IC,5.89,10.7
5483,中美晶,9.73,台灣太陽能矽晶圓龍頭，並垂直整合太陽能產業鏈,太陽能矽晶圓,64.12,1048.4
5487,通泰,-1.77,老牌消費性IC設計廠商,消費性IC,2.42,6.7
6103,合邦,0,全球最大的CD Discman IC供應商,影音IC,1.36,5.4
6104,創惟,0.98,儲存設備USB控制晶片設計專業大廠,USB IC,9.11,93.9
6129,普誠,1.55,台灣消費性IC設計廠商，及車用IC設計公司,LCD驅動IC,18.09,29.7
6138,茂達,9.4,以主機板客戶為主的電源管理IC大廠,電源管理IC,7.56,215.6
6147,頎邦,-0.76,全球最大LCD驅動IC封裝及金凸塊供應商,LCD驅動IC封裝,74.46,1463.1
6182,合晶,2.99,台灣6吋及8吋矽晶圓製造商,矽晶圓,59.36,347.9
6187,萬潤,3.74,半導體及被動元件設備領導廠商,封測用設備,9.82,1083.8
6208,日揚,8.7,台灣最大製程設備真空元件供應商,設備儀器商,9.45,74.3
6223,旺矽,-0.8,全球前三大的非記憶體探針卡製造商,探針、探針卡,9.8,4884.4
6229,研通,1.21,台灣消費性IC韌體設計領導廠商,IC設計軟體,4.04,11.8
6233,旺玖,-1.12,USB控制IC設計廠商，並切入MEMS領域,USB IC,8.1,21.5
6237,驊訊,4.24,全球前三大音效晶片設計廠商,影音IC,7.96,36.2
6261,久元,0.41,專業半導體及光電產品切割、研磨、挑揀、測試代工廠,IC測試,12.85,155.5
6291,沛亨,0.75,台灣老牌電源管理IC業者,電源管理IC,4.2,198
6411,晶焱,3.26,台灣首家靜電放電防護IC設計公司,其他IC,9.92,81.8
6423,億而得,4.39,台灣NVM MTP IP供應商,設計IP,3.1,36.9
6435,大中,9.98,茂達旗下的功率半導體元件公司,電晶體,3.75,86.7
6462,神盾,2.37,台灣指紋辨識晶片龍頭,生物辨識IC,9.13,118.2
6485,點序,1.94,金士頓轉投資之快閃記憶體控制IC設計廠商,FLASH記憶體IC,4.74,39.9
6488,環球晶,4.11,全球第三大、台灣最大的矽晶圓廠商，從中美晶分割成立,矽晶圓,47.81,3992.3
6494,九齊,4.84,新唐轉投資的語音控制IC及MCU設計公司,MCU,3.16,18.5
6510,精測,5.87,中華電信旗下晶圓測試介面板廠,測試用板卡,3.29,1242.7
6532,瑞耘,-5.7,半導體前段製程設備及零件供應商,半導體製程設備,3.74,40.3
6548,長科*,2.09,長華電材旗下之封測導線架大廠,導線架,3.8,510.4
6568,宏觀,-3,全球前三大矽晶調諧器晶片供應商,無線網路IC,3.08,69.6
6640,均華,0.72,均豪旗下，從事半導體封裝設備的製造,封測用設備,2.85,400.7
6643,M31,9.98,主攻高速傳輸的矽智材廠商,設計IP,4.21,285.5
6651,全宇昕,9.88,分離式半導體元件廠,電晶體,3.46,46.2
6679,鈺太,-1.21,台灣MEMS麥克風晶片龍頭,MEMS,5.5,179.8
6683,雍智科技,2.71,台灣IC測試設備材料供應商,測試用板卡,2.76,625.5
6684,安格,0,安國旗下的多媒體視訊轉換控制晶片廠,影音IC,4.46,21.6
6693,廣閎科,4.7,茂迪轉投資功率半導體元件設計公司,電晶體,4.57,71.3
6708,天擎,3.38,台灣從事嬰兒監控、車用監控及安防視頻網路監控IC廠,安全監控IC,2.9,12.4
6716,應廣,9.82,台灣散熱風扇微控制器龍頭廠,MCU,3.02,31.5
6720,久昌,0.31,台灣霍爾IC及電源管理晶片供應商,類比IC,3.02,49.4
6732,昇佳電子,1.83,矽創旗下以感測器為主的IC設計公司,感測元件,4.89,81.7
6788,華景電,2.86,國內晶圓製程AMC防治設備龍頭,半導體製程設備,3.87,181.1
6823,濾能,0.11,半導體先進製程關鍵耗材供應商,電子其他,3.05,27.1
6829,千附精密,-9.98,精密零組件整合及半導體關鍵零組件製造商,半導體製程設備,5.92,133.4
6895,宏碩系統,-0.3,國內知名的高功率真空微波管製造商,半導體製程設備,3.41,56.1
6907,雅特力-KY,2.7,智原旗下高效能微控制晶片設計公司,MCU,6.25,83.1
6953,家碩,1.26,家登旗下的EUV光罩及傳載自動化之技術解決方案商,半導體製程設備,3,84.3
6996,力領科技,-1.08,矽創旗下LCD驅動IC設計公司,LCD驅動IC,4.2,76.9
7556,意德士,5.06,半導體設備耗材供應商,半導體製程設備,2.76,73.8
7704,明遠精密,-0.68,日揚旗下，臭氧產生器系統維修商,半導體製程設備,3.38,19.7
7712,博盛半導體,9.67,專業功率半導體元件及功率積體電路設計公司,電晶體,3.26,48
7734,印能科技,4.68,半導體封裝製程氣泡解決方案商,封測用設備,2.8,1064
7751,竑騰,-9.79,半導體封裝及檢測設備製造商,封測用設備,2.69,470.6
7770,君曜,0.74,專攻高速傳輸介面及觸控IC設計公司,高速傳輸介面IC,3.01,14.3
7772,耀穎,-5.09,半導體光學整合製造商,影像感測元件,2.65,49.4
7810,捷創科技,9.91,半導體設備銷售與工程技術服務商,半導體製程設備,2.03,47.2
7828,創新服務,9.87,國內知名的全自動探針卡植針設備製造商,半導體製程設備,4.05,496.1
8024,佑華,-0.81,玩具語音IC與MCU生產商,影音IC,4.52,5.6
8040,九暘,0.26,台灣前二大乙太網路IC供應商,網路通訊IC,9.64,75.2
8054,安國,-2.82,台灣USB介面裝置控制IC廠,USB IC,10.58,109.5
8086,宏捷科,1.57,全球前三大砷化鎵晶圓代工廠,砷化鎵相關,19.65,318.4
8088,品安,5,台灣記憶體模組廠,記憶體模組,6.09,34.5
8091,翔名,4.71,台灣半導體離子植入機之關鍵零件最大供應商,半導體製程設備,5.36,106.8
8102,傑霖科技,-4.35,專注於影像處理IC設計公司,影音IC,2.34,15.9
8227,巨有科技,3.2,台灣最早成立之IC 設計服務公司,ASIC,3.95,89.4
8277,商丞,-0.7,記憶體模組兼儲存設備廠,儲存設備,9.16,6.5
8299,群聯,9.88,全球USB控制IC設計之龍頭企業,FLASH記憶體IC,22.11,5903
8383,千附,-6.82,TFT-LCD及半導體廠無塵室供應商,廠務工程,11.38,63.7
2301,光寶科,9.8,台灣電源供應器大廠,電源供應器,231.61,5189.6
2305,全友,-1.4,光罩持股，經營工業用、醫療等數位掃描器,掃瞄器,20.57,36.1
2324,仁寶,3.88,全球前五大NB代工廠,筆記型電腦製造,440.71,1357.4
2331,精英,2.7,大同轉投資主機板及電腦產品專業代工廠,主機板,55.74,116.5
2352,佳世達,3.42,LCD顯示器及投影機大廠,LCD顯示器,158.05,406.2
2353,宏碁,3.6,全球前五大NB品牌廠,筆記型電腦,304.79,877.8
2356,英業達,1.31,全球前五大NB代工廠,筆記型電腦製造,358.75,1800.9
2357,華碩,5.54,全球最大自有品牌主機板兼NB廠,筆記型電腦,74.28,5095.3
2362,藍天,1.13,筆電製造商，並轉投資大陸最大IT賣場百腦匯,筆記型電腦製造,62.23,251.1
2364,倫飛,9.86,主攻軍工規格NB廠商,強固電腦,5.24,36.8
2365,昆盈,1.93,「Genius」電腦週邊產品商,滑鼠,22.15,81.9
2376,技嘉,2.37,全球前四大主機板廠商之一,主機板,66.99,2173.8
2377,微星,7.5,台灣知名主機板及電競筆電廠,主機板,84.49,908.2
2380,虹光,4.82,提供掃瞄器、MFP等數位化辦公設備供應商,掃瞄器,21.69,12.5
2382,廣達,0.88,全球前五大NB代工廠,筆記型電腦製造,386.26,13268.1
2387,精元,-1.84,全球知名NB鍵盤廠,鍵盤,19.53,78.1
2395,研華,0.42,全球工業電腦龍頭廠商,工業電腦,86.83,4143
2397,友通,0,佳世達轉投資工業電腦嵌入式解決方案供應商,工業電腦,11.45,67.8
2399,映泰,5.91,台灣主機板、顯示卡廠商,主機板,17.81,79.8
2405,輔信,3.01,台灣準系統廠,準系統,34.34,52.9
2417,圓剛,1.19,台灣知名影音視訊媒體解決方案商,視訊會議產品,15.72,80.2
2425,承啟,6.65,七彩虹轉投資顯示卡、主機板、伺服器公司,繪圖卡,9.65,31.7
2465,麗臺,7.95,台灣繪圖卡廠商,繪圖卡,9.39,81.6
2495,普安,-1.22,全球前十大磁碟陣列及NAS系統供應商,磁碟陣列控制器,27.36,99.4
3002,歐格,-0.56,台灣電源管理與智慧家庭解決方案領導廠商,電源供應器,10.2,18.1
3005,神基,1.63,全球前三大軍工規電腦廠,強固電腦,62.43,621.2
3013,晟銘電,4.67,台灣伺服器機殼OEM/ODM製造商,伺服器機殼,20.51,229.8
3017,奇鋐,4.5,全球最大PC散熱模組廠,筆記型電腦用散熱模組,39.25,10020.1
3022,威強電,-6.38,台灣知名工業電腦廠商,工業電腦,17.66,121.9
3046,建碁,3.56,宏碁轉投資工業電腦與數位看板公司,工業電腦,7.84,41.1
3057,喬鼎,0.46,全球知名RAID控制器及儲存解決方案供應商,磁碟陣列控制器,6.79,13.1
3060,銘異,1.96,台灣最大硬碟零組件製造商，主要產品為音圈馬達,硬碟相關,13.76,39.3
3231,緯創,-5.12,全球前五大NB代工廠,筆記型電腦製造,318.04,4420.8
3416,融程電,-2.28,台灣強固型工業用行動電腦及顯示器廠商,工業電腦,8.05,138
3494,誠研,-2.74,熱昇華式數位相片印表機供應商,印表機,9.48,5.1
3515,華擎,-5.3,全球前四大主機板廠商之一,主機板,12.35,287.2
3652,精聯,4.75,台灣條碼識別與自動資料收集設備(AIDC)領導品牌,掌上型工業電腦,7.51,23.2
3701,大眾控,3.28,轉投資製造工程、設計製造及系統整合等產業,控股公司,23.67,148.8
3706,神達,0.7,控股子公司從事伺服器、車用電子、工業電腦等業務,伺服器,132.72,1152
3712,永崴投控,-1.69,轉投資業務包含能源服務、影像掃描器、3C零售等,控股公司,24.62,50
4916,事欣科,8.06,從事博奕機台、工業電腦、航太零組件等業務,博奕機台,12.39,82.7
4938,和碩,-1.18,全球前十大EMS廠之一,電子製造服務,268.22,2236.9
5215,科嘉-KY,-0.13,全球知名NB薄膜觸控開關製造商,鍵盤,6.43,24.6
5258,虹堡,1.88,台灣電子金融交易終端機(POS)製造商,POS機系統,11.04,59.9
6117,迎廣,-0.5,PC機殼及伺服器組裝廠,伺服器機殼,9.26,74.3
6128,上福,-0.73,台灣唯一具備雷射印表機之碳粉匣及OPC感光鼓齒輪研發設計廠,印表機耗材,12.76,26
6166,凌華,6.19,台灣工業電腦大廠,工業電腦,21.77,201.8
6206,飛捷,9.66,台灣最大、全球前三大POS專業代工廠,POS機系統,14.31,186.7
6230,尼得科超眾,-1.6,日本電產轉投資之散熱模組製造商,筆記型電腦用散熱模組,8.63,133
6235,華孚,1.4,車用鎂合金零件製造廠,汽機車零組件,19.99,87.2
6277,宏正,1.84,全球知名KVM製造商,週邊產品,11.95,85.8
6414,樺漢,3.61,鴻海轉投資之工業電腦廠,工業電腦,14.6,523.7
6579,研揚,2.96,華碩、廣積轉投資工業電腦廠,工業電腦,16.95,235.5
6591,動力-KY,-2.59,電競PC散熱風扇供應商,散熱風扇馬達,4.11,23.2
6669,緯穎,2.69,緯創轉投資之大型雲端資料中心硬體供應商,伺服器,18.58,9923.9
6831,邁科,10,均溫板等散熱零組件及模組生產商,其他散熱零件,6.75,400.9
6928,攸泰科技,-2.81,大眾控轉投資工業電腦公司,工業電腦,8.6,41.7
6933,AMAX-KY,-1.21,提供AI高效能運算、高密度伺服器和存儲、液冷整機櫃解決方案,伺服器,4.24,69.1
7711,永擎,-9.96,華擎轉投資伺服器主機板及伺服器整機系統公司,伺服器,7.17,301.6
8114,振樺電,9.82,全球前五大POS品牌廠之一,POS機系統,7.65,166.6
8163,達方,1.51,全球知名NB鍵盤廠,鍵盤,28,84.6
8210,勤誠,9.89,台灣伺服器機殼龍頭廠,伺服器機殼,12.53,1948.7
9912,偉聯,-2.37,以自有品牌發展專業用途顯示器廠,LCD顯示器,5.42,6.7
1569,濱川,-0.53,全球NB鍵盤支架領導廠商,模具沖壓,14.42,80.5
3071,協禧,5.46,生產NB用散熱風扇及模組廠,散熱風扇馬達,11,34
3088,艾訊,2.81,研華轉投資工業電腦廠商,工業電腦,10.86,139.1
3211,順達,5.64,全球知名筆記型電腦電池組裝廠,消費用電池,15.43,622.1
3213,茂訊,-0.85,國內專業的強固型電腦暨電腦通路商,電腦通路商,5.87,68.4
3272,東碩,0,全球PC/行動裝置擴充基座龍頭廠,週邊產品,6.12,11.3
3287,廣寰科,-1.23,「GAMDIAS」電競周邊產品品牌商,電競週邊,4.4,12.3
3323,加百裕,4.46,台灣三大NB電池模組廠之一,消費用電池,9.95,36.1
3325,旭品,1.19,電腦機殼製造商,機殼,11.02,14
3349,寶德,-9.81,電競週邊產品製造商,電競週邊,4.61,9.7
3479,安勤,0.94,仁寶轉投資工業電腦廠商,工業電腦,7.26,70.5
3483,力致,-0.44,具風扇及熱導管自製能力的散熱廠商,筆記型電腦用散熱模組,9.9,90
3540,曜越,1.28,電競品牌廠,電源供應器,7.25,20.1
3577,泓格,2.91,專攻PAC遠端控制器的IPC廠,工業電腦,6.4,58.9
3594,磐儀,1.08,專攻系統產品的工業電腦廠,工業電腦,9.59,53.7
3611,鼎翰,0.53,台半轉投資的條碼印表機製造廠,印表機,4.76,90.8
3625,西勝,-1.31,筆電電池模組及充電器供應商,消費用電池,11.42,17.3
3693,營邦,-3.48,台灣伺服器機箱兼系統平台服務商,伺服器機殼,4.3,250.2
3709,鑫聯大投控,-4.09,大聯大旗下，經營3C通路及室內樂園,電腦通路商,12.56,111.9
4924,欣厚-KY,0.98,馬來西亞鍵盤週邊及生質燃料生產企業,塑膠射出,3.72,3.8
4931,新盛力,10,台灣鋰電池模組之生產商,工業用電池,6.56,122.6
4987,科誠,0,台灣條碼標籤印製機製造商,印表機,3.19,26
5223,安力-KY,0,行動裝置散熱及機構件廠商,模具沖壓,4.45,11
5289,宜鼎,10,台灣專攻工業用嵌入式儲存裝置供應商,硬碟相關,9.63,1695.8
5356,協益,-0.55,經營電腦週邊及電子零組件之廠商,週邊產品,10.3,27.8
5386,青雲,-6.49,高階伺服器記憶體模組及板卡的代理商,電腦通路商,3.61,158.6
5426,振發,4.51,台灣PC外殼生產商,機殼,14.38,26.7
5438,東友,-0.51,為Konica Minolta代工多功能事務機,事務機器,11.25,21.8
5465,富驊,2.41,偉訓轉投資之電腦、伺服器機殼廠,機殼,14.77,37.7
5474,聰泰,-0.6,數位監控、影音串流設備商,視訊轉換相關,3.98,65.4
5490,同亨,1.6,全球知名POS刷卡機DMS廠,POS機系統,9.62,27.5
6121,新普,1.03,全球最大NB電池模組廠之一,消費用電池,18.5,728.8
6150,撼訊,-5.78,以Power Color品牌行銷全球之繪圖顯示卡供應商,繪圖卡,4.83,32.3
6160,欣技,-2.72,專攻自動辨識系統的IPC廠,掌上型工業電腦,6.85,11
6161,捷波,0.9,台灣工業電腦及主機板廠商,工業電腦,5.62,25.1
6188,廣明,1.31,廣達集團旗下的硬碟產品代工廠,硬碟相關,27.84,236
6228,全譜,-1.56,台灣底片掃瞄器及生物研究影像設備製造廠,掃瞄器,2.6,5.7
6276,安鈦克,-0.33,專注於電腦機殼與電源供應器的廠商,機殼,2.2,6.7
6441,廣錠,-0.9,廣積旗下博奕機台兼儲能系統公司,工業用電池,5.33,14.7
6570,維田,2.51,以嵌入式系統為主之工業電腦廠商,工業電腦,3.71,16.7
6577,勁豐,-1.46,豐藝轉投資工業電腦及醫療應用顯示器廠商,工業電腦,6.01,48.5
6680,鑫創電子,0,智能交通車載電腦系統製造商,工業電腦,2.4,12.9
6922,宸曜,1.99,台灣工業控制產品、應用電腦及工業電腦公司,工業電腦,2.72,48.6
8050,廣積,7.09,以工業級嵌入式系統為主之工業電腦廠商,工業電腦,20.52,97.7
8076,伍豐,5.34,跨入博奕產業之台灣POS專業廠商,POS機系統,29.22,72
8234,新漢,0.99,台灣工業電腦廠商,工業電腦,14.12,100.6
8410,森田,0.27,台灣最大3C產品之膜內轉印(IMR)印刷廠,機殼表面處理,3.66,13.4
2323,中環,0.47,全球前三大光碟片製造商之一,光碟片,108.93,115.5
2349,錸德,1.2,全球前三大光碟片製造商之一,光碟片,69.37,87.4
2374,佳能,2.55,以車載鏡頭及AI相機應用為主,光學鏡片／頭,33.66,270.9
2393,億光,0.14,全球前十大LED封裝廠,LED封裝,44.34,327.2
2406,國碩,6.82,提供太陽電池關鍵材料與發電系統整合服務商,太陽能系統運用,35.09,123.7
2409,友達,5.6,全球前五大面板大廠之一,TFT-LCD,754.71,1422.6
2426,鼎元,-1.19,台灣大型LED晶粒切割、檢測廠,LED晶粒,30.06,200.5
2429,銘旺科,-4.28,玻璃基板及加工製造商,玻璃基板加工,8.55,43.1
2438,翔耀,-4.87,主要經營玻璃基板薄化加工及機電設備,玻璃基板加工,7.12,12.9
2466,冠西電,2.38,LED裝飾燈及光電元件製造商,LED照明產品,17.35,88.5
2486,一詮,0,台灣LED導線架大廠,導線架,23.44,658.6
2489,瑞軒,3.37,台灣知名液晶電視及顯示器代工廠,液晶電視,61,262.3
2491,吉祥全,-0.47,主要從事照明應用產品製造及銷售,LED照明產品,8.2,17.2
3008,大立光,-0.97,全球智慧型手機鏡頭龍頭廠,光學鏡片／頭,13.08,3396.8
3019,亞光,1.74,台灣光學鏡頭大廠，專注於玻璃鏡片與非球面模造玻璃,光學鏡片／頭,27.92,409.1
3024,憶聲,2.11,經營歌林品牌家電,電器銷售,27.72,40.3
3031,佰鴻,1.52,台灣LED封裝暨紅外線傳輸模組廠商,LED封裝,17.32,52
3038,全台,-1.53,台灣中小尺寸面板模組廠,LCM,15.74,35.4
3049,精金,6.67,瀚宇彩晶關係企業，為觸控感測器製造商,觸控面板,80.2,109.1
3050,鈺德,0.41,錸德集團旗下台灣最大預錄碟片廠,碟片預錄,15.5,19.1
3051,力特,1.35,全球前十大偏光板供應商之一,偏光板,16.7,44
3059,華晶科,2.03,以車用鏡頭、影像晶片與醫療產品為主軸,光學鏡片／頭,30.77,123.5
3149,正達,4.66,鴻海集團旗下之玻璃加工龍頭廠商,玻璃基板加工,22.62,114.2
3168,眾福科,-1.53,佳世達旗下，為工控及客製化液晶顯示器之製造商,LCM,7.51,33.9
3356,奇偶,8.35,台灣專業安控廠，擁有自有品牌GeoVision,安全監控,7.99,47.7
3406,玉晶光,0.79,台灣光學鏡頭大廠，專注於手機鏡頭與AR/VR透鏡,光學鏡片／頭,11.27,575
3437,榮創,-0.58,專注於SMD LED研究、開發和製造,LED封裝,14.45,37.1
3481,群創,9.86,全球知名面板大廠,TFT-LCD,798.92,2580.5
3504,揚明光,1.13,中光電旗下微投光機及光學元件生產廠商,微投影機,11.41,71.6
3535,晶彩科,-1.95,國內面板前段自動光學檢測設備大廠,面板設備,7.91,99.6
3543,州巧,-3.14,專注LCD TV面板沖壓件製造商,模具沖壓,11.03,42.6
3563,牧德,0.62,台灣最大的PCB光學檢測設備供應商,PCB相關設備,6.4,516.2
3576,聯合再生,-2.58,台灣太陽能電池模組龍頭,太陽能電池模組,162.78,276.7
3591,艾笛森,-1.27,台灣最大高功率LED產品設計製造廠商,LED封裝,14.54,33.9
3622,洋華,1.77,台灣中小尺寸觸控面板廠,觸控面板,15.13,86.9
3673,TPK-KY,1.36,全球最大玻璃投射電容觸控模組廠,觸控面板,40.67,243.2
3714,富采,-4.5,全球前五大LED一條龍廠,LED晶粒,73.79,453.5
4934,太極,-1.08,廣運轉投資之太陽能電池廠,太陽能電池,22.5,41.2
4935,茂林-KY,-1.07,台灣導光板大廠,面板零組件,12.89,47.5
4942,嘉彰,-0.13,台灣TFT框架、背板等零組件沖壓廠,模具沖壓,14.24,54.1
4949,有成精密,1.81,台灣太陽能發電系統安裝廠商,太陽能電池模組,6.77,64.6
4956,光鋐,-7.45,泛鴻海集團LED磊晶廠,LED晶粒,10.04,45.5
4960,誠美材,0.89,台灣第二大偏光板供應商,偏光板,57.17,227
4976,佳凌,0.17,台灣光學鏡片及鏡頭機構組裝供應商,光學鏡片／頭,14.14,41
5234,達興材料,1.59,友達為大股東之光電特用化學材料供應商,半導體化學品,10.27,425.8
5243,乙盛-KY,0,鴻海轉投資的機構件廠,模具沖壓,16.85,180.3
5244,弘凱,-3.1,LED產品主要應用於高端消費及車燈市場,LED封裝,6.82,27.8
5484,慧友,0.66,台灣安全監控系統廠商,安全監控,6.68,25.5
6116,彩晶,5.54,台灣中小尺寸面板供應商，及觸控面板廠商,中小尺吋面板,285.87,277.6
6120,達運,-0.78,友達旗下背光模組零組件供應商,背光模組,59.9,76.7
6164,華興,-1.2,台灣LED照明元件及模組廠,LED封裝,8,9.8
6168,宏齊,1.53,專為Avago及Osram代工之LED封裝廠,LED封裝,20.58,54.5
6176,瑞儀,-0.48,全球最大背光模組(BLU)廠,背光模組,46.5,483.6
6209,今國光,-0.3,台灣光學鏡片、鏡頭製造商,光學鏡片／頭,18.06,115.4
6225,天瀚,2.05,機車用行車紀錄器及投影機廠商,行車紀錄器,2.78,5
6226,光鼎,-0.81,專注於LED照明市場之封裝業者,LED封裝,11.55,14.1
6278,台表科,7.21,全球知名光電產品之SMT代工廠,電子製造服務,29.24,630.1
6405,悅城,-9.94,台灣光電玻璃薄化加工大廠,玻璃基板加工,6.58,38.2
6443,元晶,3.63,台灣太陽能模組龍頭廠,太陽能電池模組,51.28,212.3
6456,GIS-KY,1.68,鴻海集團旗下觸控面板模組廠,觸控面板,33.79,225.1
6477,安集,-1.57,台灣太陽能電池模組製造商,太陽能電池模組,12.38,42.7
6668,中揚光,-0.27,鴻海集團轉投資的光學鏡片模具廠,模具,10.71,29.2
6706,惠特,-2.32,全球最大LED點測分選設備商,LED設備,7.85,132.4
6742,澤米,2.2,光學鍍膜及半導體鍍膜公司,光學膜,7.13,28.2
6916,華凌,-1.33,液晶顯示器模組(LCM)生產銷售商,LCM,6.75,12.5
8104,錸寶,2.81,錸德轉投資的全球PMOLED龍頭廠商,OLED,10.41,36.1
8105,凌巨,-0.74,從事製造利基型顯示模組,LCM,44.15,59.4
8215,明基材,2.77,全球前五大、台灣第一大偏光板供應商,偏光板,32.07,89.1
3066,李洲,0.82,台灣利基型LED封裝廠,LED封裝,8.31,15.3
3128,昇銳,-1.05,為監視系統領域之專業安全監控廠,安全監控,4.73,11.1
3230,錦明,-4.82,生產液晶螢幕金屬機構模具廠,模具沖壓,8.6,28
3297,杭特,2.52,台灣安全監控系統製造商,安全監控,3.6,11.8
3339,泰谷,-8.16,台灣專業生產綠光、藍光、紫外光LED磊晶片及晶粒供應廠,LED晶粒,6.66,35.9
3362,先進光,-2.39,台灣光學鏡頭研發及製造廠商,光學鏡片／頭,14.74,150.4
3434,哲固,0,台灣安全監控顯示器廠商,安全監控,3.58,10.2
3441,聯一光,-5.26,台灣光學鏡頭上游專業光學毛胚廠,光學鏡片／頭,4,16.2
3455,由田,10,應用於載板、PCB、面板的AOI檢測設備商,PCB相關設備,5.99,171.2
3490,單井,-0.65,LED及半導體封裝模具及設備供應商,設備儀器商,5.5,16.9
3516,亞帝歐,3.41,台灣連接線材及LED照明廠商,連接線材,5.96,12.6
3523,迎輝,-1.98,各式光學與光電膜產品製造商,光學膜,6.43,8
3531,先益,-0.65,LED中小尺寸背光模組專業製造廠,背光模組,6.12,14.1
