符合條件商品
資料日期：2026年  5月  5日
策略,	新策略(2)
"序號","代碼","商品","成交","漲幅%","總量","收盤價","產業","細產業","所有細產業",產業地位
1052	,"5202.TW","力新","13.2","1.15","149","13.2","上櫃資訊服務","套裝軟體","醫療器材通路,醫藥流通,軟體業,套裝軟體",台灣影像處理軟體商
1053	,"5203.TW","訊連","67.2","0.6","219","67.2","上市資訊服務","套裝軟體","軟體業,套裝軟體,應用軟體,雲端科技,Internet技術與基礎設施,生物辨識相關,人臉辨識",全球知名多媒體影音軟體公司
1054	,"5205.TW","中茂","21.9","-0.23","2","21.9","上櫃綠能環保","污水處理","水資源,污水處理,傳產其他,回收焚化／掩埋清運",廢水及廢棄物處理工程商
1055	,"5206.TW","坤悅","23.6","0","75","23.6","上櫃建材營造","營建","營建,地產",推案集中於台中地區之建商
1056	,"5209.TW","新鼎","165","1.23","57","165","上櫃其他","系統整合","系統整合,軟體業,雲端科技,Internet技術與基礎設施",中鼎旗下石化、煉油廠、交通機電等資訊系統工程SI廠
1057	,"5210.TW","寶碩","27.5","10","895","27.5","上櫃資訊服務","系統整合","系統整合,軟體業",證券金融相關解決方案系統整合廠商
1058	,"5211.TW","蒙恬","20.1","-0.25","164","20.1","上櫃資訊服務","手寫板","掃瞄器,軟體業,虛擬實境,週邊產品,手寫板",台灣手寫辨識軟硬體廠商
1059	,"5212.TW","凌網","46.75","0","10","46.75","上櫃資訊服務","系統整合","系統整合,軟體業,消費性電子產品,電子書閱讀器",以知識管理為主的系統整合廠
1060	,"5213.TW","亞昕","25.55","-0.78","604","25.55","上櫃建材營造","營建","營建,地產",推案集中於大台北地區之建商
1061	,"5215.TW","科嘉-KY","37.6","0.53","22","37.6","上市電腦及週邊設備","鍵盤","鍵盤,週邊產品",全球知名NB薄膜觸控開關製造商
1062	,"5220.TW","萬達光電","20.15","-0.74","73","20.15","上櫃光電","觸控面板","面板業,觸控面板",台灣觸控面板廠，主要聚焦於軍、工控等市場
1063	,"5222.TW","全訊","137.5","1.48","361","137.5","上市半導體","砷化鎵相關","砷化鎵相關,第三類半導體,功率放大器,IC製造,射頻前端晶片",功率放大器及低雜訊放大器微波元件製造商
1064	,"5223.TW","安力-KY","25.25","0.4","16","25.25","上櫃電腦及週邊設備","模具沖壓","模具沖壓,電子零件元件",行動裝置散熱及機構件廠商
1065	,"5225.TW","東科-KY","77.7","-0.38","251","77.7","上市其他電子","音響設備及零件","電子零件元件,音響設備及零件",全球最大影音揚聲器OEM製造商
1066	,"5227.TW","立凱-KY","21.6","0.23","145","21.6","上櫃電子零組件","正極材料","電池材料相關,正極材料",台灣磷酸鐵鋰電池正極材料廠商
1067	,"5228.TW","鈺鎧","33.3","-3.62","753","33.3","上櫃電子零組件","電感","被動元件,電感",國內專業磁性被動元件製造廠
1068	,"5230.TW","雷笛克光學","17.25","0.29","141","17.25","上櫃光電","LED照明產品","LED,LED照明產品,模具沖壓,電子零件元件",主要從事LED二次光學透鏡之研發、製造及生產
1069	,"5234.TW","達興材料","428.5","-1.15","559","428.5","上市光電","半導體化學品","光阻劑,半導體化學品",友達為大股東之光電特用化學材料供應商
1070	,"5236.TW","凌陽創新","164","2.18","382","164","上櫃半導體","影音IC","IC設計,PC週邊IC,MCU,影音IC",凌陽旗下MCU與網路攝影機晶片廠
1071	,"5243.TW","乙盛-KY","109","2.83","5972","109","上市光電","模具沖壓","車用金屬成型,車用沖壓件,模具沖壓,電子零件元件",鴻海轉投資的機構件廠
1072	,"5244.TW","弘凱","42.5","1.92","574","42.5","上市光電","LED封裝","LED,LED封裝",LED產品主要應用於高端消費及車燈市場
1073	,"5245.TW","智晶","24.2","0.83","67","24.2","上櫃光電","OLED","面板業,OLED",PMOLED出貨量居全球第二大
1074	,"5251.TW","天鉞電","29.05","2.47","98","29.05","上櫃光電","安全監控","家居用品,鎖,工業電腦,安全監控",以DIY類無線居家安控產品為主之數位家庭整合系統商
1075	,"5258.TW","虹堡","48.75","2.63","500","48.75","上市電腦及週邊設備","POS機系統","工業電腦,POS機系統",台灣電子金融交易終端機(POS)製造商
1076	,"5263.TW","智崴","103","7.29","797","103","上櫃文化創意","商用遊戲機","遊戲產業,商用遊戲機",台灣最大體感遊戲設備商
1077	,"5269.TW","祥碩","1350","-2.88","1763","1350","上市半導體","高速傳輸介面IC","IC設計,高速傳輸介面IC,USB IC",華碩旗下高速傳輸介面之控制IC設計廠
1078	,"5272.TW","笙科","24.9","0.61","503","24.9","上櫃半導體","無線網路IC","無線網路IC,IC設計",台灣專注於無線通訊射頻(RF)晶片廠
1079	,"5274.TW","信驊","17790","1.4","346","17790","上櫃半導體","其他IC","其他IC,IC設計,影音IC",全球遠端伺服器管理晶片龍頭
1080	,"5276.TW","達輝-KY","22.2","9.9","210","22.2","上櫃其他","機車零組件","車燈,汽機車零組件,機車零組件,傳產其他,嬰童用品",奐鑫集團旗下嬰幼童產品及機車零組件廠
1081	,"5278.TW","尚凡*","23.45","-1.05","622","23.45","上櫃數位雲端","社群網站與媒體","Internet應用與服務,社群網站與媒體",台灣知名交友社群媒體服務商
1082	,"5283.TW","禾聯碩","52.4","0.19","119","52.4","上市電器電纜","家電","顯示器,LCD顯示器,冷氣機,家電",台灣智慧家電廠，經營HERAN品牌
1083	,"5284.TW","jpp-KY","365.5","6.1","2417","365.5","上市其他","模具沖壓","模具沖壓,電子零件元件",客製化精密金屬機構件供應商
1084	,"5285.TW","界霖","56.1","-0.36","168","56.1","上市半導體","導線架","導線架,封測服務與材料",台灣功率單體及光電導線架供應商
1085	,"5287.TW","數字","153","-0.33","67","153","上櫃數位雲端","電商平台","Internet應用與服務,電商平台",電商平台包含寶物、房屋、汽車交易及人力資源
1086	,"5288.TW","豐祥-KY","171","3.01","241","171","上市電機機械","機車零組件","汽機車零組件,木床/車架,車用金屬成型,車用沖壓件,機車零組件",越南主要汽機車零件供應商，跨足醫療器材零件
1087	,"5289.TW","宜鼎","1420","9.65","4713","1420","上櫃電腦及週邊設備","硬碟相關","電子零件元件,DRAM模組,Flash模組,週邊產品,硬碟相關,記憶體模組",台灣專攻工業用嵌入式儲存裝置供應商
1088	,"5291.TW","邑昇","69","0.44","3693","69","上櫃電子零組件","印刷電路板","印刷電路板,印刷電路板相關,自行車零件,產業機械",台灣印刷電路板與自行車燈具業者
1089	,"5292.TW","華懋","229.5","-3.77","682","229.5","上市綠能環保","環保工程","污染控制設備,產業機械,營造工程,環保工程",VOCs揮發性有機廢氣防治處理設備工程服務商
1090	,"5299.TW","杰力","93.2","4.13","634","93.2","上櫃半導體","電晶體","類比IC,IC設計,分離式元件,電晶體",華碩轉投資的功率元件設計公司
1091	,"5302.TW","太欣","11.4","2.7","412","11.4","上櫃半導體","消費性IC","DSP,IC設計,消費性IC,MCU,影音IC",台灣第一家IC設計廠商，現專注影像擷取錄影之單晶片開發
1092	,"5306.TW","桂盟","80.7","0","112","80.7","上市運動休閒","自行車零件","汽機車零組件,引擎相關,自行車零件,產業機械",全球最大的鏈條製造商
1093	,"5309.TW","系統電","64.5","6.44","11544","64.5","上櫃電子零組件","車用電子","UPS,工業用電池,車用電子,胎壓監測系統,車用鋰電池,電源供應器,電子零件元件,電池",台灣知名TPMS及車電零件廠
1094	,"5310.TW","天剛","22.05","-0.45","11","22.05","上櫃資訊服務","系統整合","化學工業,其他化工產品,系統整合,軟體業,遊戲產業,手機遊戲",金融系統整合廠
1095	,"5312.TW","寶島科","97","-0.31","51","97","上櫃生技醫療","眼鏡業","傳產其他,眼鏡業",台灣最大眼鏡通路商
1096	,"5314.TW","世紀*","73.9","-1.47","3684","73.9","上櫃其他","食品生技","生物科技,食品生技",上曜集團旗下，轉型多元化業務經營
1097	,"5315.TW","光聯","22.6","0.44","444","22.6","上櫃光電","LCM","面板業,LCM",各尺寸液晶顯示器模組整合加工與銷售
1098	,"5321.TW","美而快","21.65","-1.14","421","21.65","上櫃數位雲端","電商平台","成衣,成衣銷售/零售,Internet應用與服務,電商平台",台灣服飾電商業者
1099	,"5324.TW","士開","10.65","-0.47","117","10.65","上櫃建材營造","營建","營建,地產,旅宿／餐飲,飯店",仰德集團旗下之建設、飯店業者
1100	,"5328.TW","華容","26.75","3.28","9001","26.75","上櫃電子零組件","塑膠薄膜電容","被動元件,塑膠薄膜電容",台灣塑膠膜電容器供應商
1101	,"5340.TW","建榮","126.5","3.69","931","126.5","上櫃電子零組件","玻纖布","玻纖布,印刷電路板相關",台灣電子領域玻纖布製造廠並跨足工業用領域
1102	,"5344.TW","立衛","16.35","-1.51","128","16.35","上櫃半導體","IC測試","IC測試,IC封裝測試",威盛轉投資之邏輯IC及CPU測試廠商
1103	,"5345.TW","馥鴻","21.6","-1.59","16","21.6","上櫃其他","工業用電池","工業用電池,電池,電氣開關設備,電力設備",全方位電源整合控制系統製造商
1104	,"5347.TW","世界","154","1.99","37891","154","上櫃半導體","晶圓代工","晶圓代工,IC製造",台積電轉投資之晶圓代工廠
1105	,"5348.TW","正能量智能","15.55","-4.89","9","15.55","上櫃運動休閒","智慧手錶","網通設備,衛星導航,穿戴式裝置,智慧手錶",主要從事GPS智慧手錶、模組與軌跡紀錄器
1106	,"5351.TW","鈺創","74.1","3.49","27679","74.1","上櫃半導體","DRAM記憶體IC","DRAM記憶體IC,SRAM記憶體IC,IC設計,高速傳輸介面IC",台灣利基型記憶體IC設計廠商
1107	,"5353.TW","台林","26.8","0.94","174","26.8","上櫃通信網路","網通設備","車用電子,用戶端設備,網通設備,半導體製程設備,設備儀器商,工業電腦",有線、無線寬頻網路、工業電腦製造商
1108	,"5356.TW","協益","26.85","0.94","80","26.85","上櫃電腦及週邊設備","週邊產品","其他電子零件,電子零件元件,週邊產品",經營電腦週邊及電子零組件之廠商
1109	,"5371.TW","中光電","74.3","5.84","7173","74.3","上櫃光電","背光模組","面板零組件,背光模組,顯示器,投影機",背光模組及投影機製造大廠
1110	,"5381.TW","光譜","23.85","0","459","23.85","上櫃電子零組件","變電設備","PCB材料,印刷電路板相關,變電設備,電力設備",主要從事配電變壓器業務
1111	,"5386.TW","青雲","437.5","9.92","4071","437.5","上櫃電腦及週邊設備","電腦通路商","電腦通路商,電子通路",高階伺服器記憶體模組及板卡的代理商
1112	,"5388.TW","中磊","79.2","1.93","2723","79.2","上市通信網路","接取設備","無線網路設備系統(WLAN),網通設備,接取設備,區域網路",台灣寬頻及電信設備代工大廠
1113	,"5392.TW","能率","44","2.68","8333","44","上櫃光電","其他電子零件","汽機車零組件,控股公司,其他電子零件,電子零件元件,塑膠射出,機械零組件",3C、手工具機、汽車等應用之零組件廠
1114	,"5398.TW","慕康生醫","20.1","1.52","55","20.1","上櫃其他","醫藥流通","生物科技,醫療器材通路,醫療服務,食品生技,醫藥流通,醫療管理服務",醫藥生技通路商，並推出保健食品及跨入健檢業務
1115	,"5403.TW","中菲","96.5","2.88","149","96.5","上櫃資訊服務","系統整合","系統整合,軟體業",金融與物流業系統整合、軟體服務之廠商
1116	,"5410.TW","國眾","33.7","1.97","599","33.7","上櫃資訊服務","系統整合","傳產其他,金融機具,系統整合,軟體業,企業資源規劃",大眾控轉投資系統整合廠
1117	,"5425.TW","台半","64.6","3.69","8889","64.6","上櫃半導體","二極體","分離式元件,二極體,週邊產品,印表機",台灣整流二極體大廠
1118	,"5426.TW","振發","18.1","0.28","232","18.1","上櫃電腦及週邊設備","機殼","機殼,連接器,電子零件元件",台灣PC外殼生產商
1119	,"5432.TW","新門","142.5","1.79","80","142.5","上櫃綠能環保","PV Inverter","面板業,LCM,太陽能,PV Inverter",所羅門子公司，液晶顯示模組與太陽能系統組件廠
1120	,"5434.TW","崇越","411.5","-1.08","359","411.5","上市電子通路","半導體材料通路商","半導體材料通路商,電子通路,營造工程,環保工程",日本信越晶圓產品在台代理商
1121	,"5438.TW","東友","19.55","1.82","120","19.55","上櫃電腦及週邊設備","事務機器","電子其他,掃瞄器,事務機器,週邊產品,3D印表機",為Konica Minolta代工多功能事務機
1122	,"5439.TW","高技","403","2.68","4302","403","上櫃電子零組件","印刷電路板","印刷電路板,印刷電路板相關",生產少量多樣高層數利基型PCB為主
1123	,"5443.TW","均豪","135","-1.82","12585","135","上櫃半導體","半導體製程設備","半導體製程設備,IC檢測設備,設備儀器商,面板設備,封測用設備",台灣面板及晶圓檢測設備供應商
1124	,"5450.TW","南良","13","-0.38","29","13","上櫃其他","紡織中游","紡織中游",主要經營特殊紡織品、高彈性發泡材料及電源供應器
1125	,"5452.TW","佶優","33.5","4.2","1994","33.5","上櫃其他電子","電子元件代理商","ABS,塑化原料,電子元件代理商,電子通路,半導體化學品",全球塑膠粒及PCR環保塑膠原料整合平台商
1126	,"5455.TW","昇益","24.9","0","90","24.9","上櫃建材營造","營建","營建,地產",從事不動產開發興建及不動產租賃業務
1127	,"5457.TW","宣德","36.95","0.41","366","36.95","上櫃電子零組件","連接器","連接器,電子零件元件,連接線材,電子製造服務,電腦系統業",台灣知名NB連接器及電子代工廠
1128	,"5460.TW","同協","14.75","-0.67","54","14.75","上櫃電子零組件","模具沖壓","模具沖壓,電子零件元件",專業的連續沖壓模具及零件大廠
1129	,"5464.TW","霖宏","39.45","9.89","5807","39.45","上櫃電子零組件","印刷電路板","印刷電路板,印刷電路板相關",LCD TV,印表機等消費性PCB廠
1130	,"5465.TW","富驊","24.8","-0.6","229","24.8","上櫃電腦及週邊設備","機殼","電源供應器,機殼,電子零件元件",偉訓轉投資之電腦、伺服器機殼廠
1131	,"5468.TW","凱鈺","17.95","-1.37","63","17.95","上櫃半導體","網路通訊IC","電池保護IC,IC設計,網路通訊IC,LED驅動IC,光通訊IC",LED驅動IC及光通訊IC設計公司
1132	,"5469.TW","瀚宇博","84.7","1.44","2813","84.7","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,電子製造服務,電腦系統業",全球前三大NB板與STB板廠之一
1133	,"5471.TW","松翰","44.45","2.3","1986","44.45","上市半導體","MCU","DSP,IC設計,消費性IC,MCU,影音IC",為語音及多媒體IC設計專業廠商
1134	,"5474.TW","聰泰","176.5","7.29","2476","176.5","上櫃電腦及週邊設備","視訊轉換相關","視訊轉換相關,消費性電子產品",數位監控、影音串流設備商
1135	,"5475.TW","德宏","388","8.99","1709","388","上櫃電子零組件","玻纖布","玻纖布,印刷電路板相關",台灣專業電子級玻纖布廠
1136	,"5478.TW","智冠","97","0.41","66","97","上櫃文化創意","PC遊戲","傳播事業,廣告,電子支付,軟體業,PC遊戲,遊戲產業,手機遊戲",台灣最大遊戲公司，橫跨研發、營運和通路行銷等業務
