etf,date,code,name,shares,weight
00988A,2026-05-21,MU US,MICRON TECHNOLOGY INC,78500.0,4.86
00988A,2026-05-21,SNDK US,SANDISK CORP,38000.0,4.77
00988A,2026-05-21,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),122000.0,4.46
00988A,2026-05-21,LITE US,LUMENTUM HOLDINGS INC,55000.0,4.31
00988A,2026-05-21,BE US,BLOOM ENERGY CORP- A,170000.0,4.26
00988A,2026-05-21,009150 KS,Samsung Electro-Mechanics co(009150 ks),60000.0,3.93
00988A,2026-05-21,6787 JP,MEIKO ELECTRONICS CO LTD,175000.0,3.58
00988A,2026-05-21,3037,欣興,1500000.0,3.49
00988A,2026-05-21,2383,台光電,248000.0,2.99
00988A,2026-05-21,2454,聯發科,315000.0,2.88
00988A,2026-05-21,285A JP,KIOXIA HOLDINGS CORP,95000.0,2.69
00988A,2026-05-21,5706 JP,Mitsui Mining ＆ Smelting Co,110000.0,2.62
00988A,2026-05-21,5801 JP,FURUKAWA ELECTRIC CO LTD,100000.0,2.52
00988A,2026-05-21,CIEN US,CIENA CORP,52000.0,2.48
00988A,2026-05-21,MRVL US,MARVELL TECHNOLOGY INC,160000.0,2.48
00988A,2026-05-21,4062 JP,IBIDEN CO LTD,275000.0,2.48
00988A,2026-05-21,2330,台積電,400000.0,2.3
00988A,2026-05-21,WDC US,WESTERN DIGITAL CORP,57000.0,2.25
00988A,2026-05-21,COHR US,COHERENT INC,68000.0,2.09
00988A,2026-05-21,6515,穎崴,80000.0,1.96
00988A,2026-05-21,5274,信驊,46000.0,1.95
00988A,2026-05-21,IFX GY,INFINEON TECHNOLOGIES AG,300000.0,1.93
00988A,2026-05-21,7826 JP,FURUYA METAL CO LTD,374300.0,1.8
00988A,2026-05-21,6997 JP,NIPPON CHEMI-CON CORP,1200000.0,1.79
00988A,2026-05-21,GLW US,CORNING INC,112500.0,1.76
00988A,2026-05-21,6981 JP,MURATA MANUFACTURING CO LTD,500000.0,1.72
00988A,2026-05-21,GEV US,GE VERNOVA INC,19000.0,1.61
00988A,2026-05-21,2308,台達電,307000.0,1.6
00988A,2026-05-21,AIXA GY,AIXTRON SE,305000.0,1.51
00988A,2026-05-21,3711,日月光投控,1100000.0,1.44
00988A,2026-05-21,GOOGL US,ALPHABET INC-CL A(Alphabet公司),44000.0,1.39
00988A,2026-05-21,3017,奇鋐,215000.0,1.38
00988A,2026-05-21,VSH US,VISHAY INTERTECHNOLOGY INC,400000.0,1.37
00988A,2026-05-21,NVDA US,NVIDIA CORP(輝達公司),75000.0,1.34
00988A,2026-05-21,6223,旺矽,90000.0,1.31
00988A,2026-05-21,ENR GY,SIEMENS ENERGY AG,75000.0,1.23
00988A,2026-05-21,SOI FP,S.O.I.T.E.C.,72000.0,1.13
00988A,2026-05-21,AXTI US,AXT INC,90000.0,0.89
00988A,2026-05-21,HOT GY,HOCHTIEF AG,20000.0,0.89
00988A,2026-05-21,NOK US,NOKIA CORP-SPON ADR,750000.0,0.86
00988A,2026-05-21,AVGO US,BROADCOM LTD,25000.0,0.84
00988A,2026-05-21,603256 CH,GRACE FABRIC TECHNOLOGY CO-A,450000.0,0.78
00988A,2026-05-21,6274,台燿,230000.0,0.78
00988A,2026-05-21,7769,鴻勁,36000.0,0.71
00988A,2026-05-21,2360,致茂,110000.0,0.64
00988A,2026-05-21,6869 HK,YANGTZE OPTICAL FIBRE AND-H,260000.0,0.58
00988A,2026-05-21,ARM US,ARM HOLDINGS PLC,18518.0,0.45
00988A,2026-05-22,MU US,MICRON TECHNOLOGY INC,78500.0,4.63
00988A,2026-05-22,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),122000.0,4.48
00988A,2026-05-22,SNDK US,SANDISK CORP,38000.0,4.41
00988A,2026-05-22,009150 KS,Samsung Electro-Mechanics co(009150 ks),60000.0,4.13
00988A,2026-05-22,LITE US,LUMENTUM HOLDINGS INC,55000.0,4.09
00988A,2026-05-22,BE US,BLOOM ENERGY CORP- A,170000.0,4.04
00988A,2026-05-22,6787 JP,MEIKO ELECTRONICS CO LTD,175000.0,3.75
00988A,2026-05-22,3037,欣興,1500000.0,3.62
00988A,2026-05-22,2454,聯發科,350000.0,3.37
00988A,2026-05-22,2383,台光電,248000.0,3.09
00988A,2026-05-22,285A JP,KIOXIA HOLDINGS CORP,95000.0,2.69
00988A,2026-05-22,5706 JP,Mitsui Mining ＆ Smelting Co,110000.0,2.69
00988A,2026-05-22,5801 JP,FURUKAWA ELECTRIC CO LTD,100000.0,2.65
00988A,2026-05-22,4062 JP,IBIDEN CO LTD,275000.0,2.61
00988A,2026-05-22,MRVL US,MARVELL TECHNOLOGY INC,160000.0,2.47
00988A,2026-05-22,CIEN US,CIENA CORP,52000.0,2.38
00988A,2026-05-22,2330,台積電,400000.0,2.25
00988A,2026-05-22,IFX GY,INFINEON TECHNOLOGIES AG,330000.0,2.21
00988A,2026-05-22,WDC US,WESTERN DIGITAL CORP,57000.0,2.17
00988A,2026-05-22,5274,信驊,46000.0,2.04
00988A,2026-05-22,COHR US,COHERENT INC,68000.0,2.01
00988A,2026-05-22,6997 JP,NIPPON CHEMI-CON CORP,1200000.0,1.99
00988A,2026-05-22,7826 JP,FURUYA METAL CO LTD,374300.0,1.86
00988A,2026-05-22,6981 JP,MURATA MANUFACTURING CO LTD,500000.0,1.76
00988A,2026-05-22,6515,穎崴,80000.0,1.73
00988A,2026-05-22,GLW US,CORNING INC,112500.0,1.71
00988A,2026-05-22,2308,台達電,307000.0,1.6
00988A,2026-05-22,GEV US,GE VERNOVA INC,19000.0,1.55
00988A,2026-05-22,3711,日月光投控,1100000.0,1.54
00988A,2026-05-22,AIXA GY,AIXTRON SE,305000.0,1.49
00988A,2026-05-22,VSH US,VISHAY INTERTECHNOLOGY INC,400000.0,1.48
00988A,2026-05-22,3017,奇鋐,215000.0,1.36
00988A,2026-05-22,6223,旺矽,90000.0,1.35
00988A,2026-05-22,SOI FP,S.O.I.T.E.C.,82000.0,1.32
00988A,2026-05-22,GOOGL US,ALPHABET INC-CL A(Alphabet公司),44000.0,1.32
00988A,2026-05-22,NVDA US,NVIDIA CORP(輝達公司),75000.0,1.27
00988A,2026-05-22,ENR GY,SIEMENS ENERGY AG,75000.0,1.2
00988A,2026-05-22,AXTI US,AXT INC,90000.0,0.99
00988A,2026-05-22,NOK US,NOKIA CORP-SPON ADR,750000.0,0.91
00988A,2026-05-22,HOT GY,HOCHTIEF AG,20000.0,0.85
00988A,2026-05-22,603256 CH,GRACE FABRIC TECHNOLOGY CO-A,450000.0,0.83
00988A,2026-05-22,6274,台燿,230000.0,0.83
00988A,2026-05-22,ARM US,ARM HOLDINGS PLC,28518.0,0.69
00988A,2026-05-22,7769,鴻勁,36000.0,0.69
00988A,2026-05-22,2360,致茂,110000.0,0.62
00988A,2026-05-22,6869 HK,YANGTZE OPTICAL FIBRE AND-H,260000.0,0.59
00988A,2026-05-22,AVGO US,BROADCOM LTD,12500.0,0.41
00988A,2026-05-26,MU US,MICRON TECHNOLOGY INC,78500.0,5.2
00988A,2026-05-26,009150 KS,Samsung Electro-Mechanics co(009150 ks),60000.0,4.78
00988A,2026-05-26,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),122000.0,4.55
00988A,2026-05-26,SNDK US,SANDISK CORP,38000.0,4.47
00988A,2026-05-26,3037,欣興,1500000.0,3.83
00988A,2026-05-26,BE US,BLOOM ENERGY CORP- A,170000.0,3.8
00988A,2026-05-26,LITE US,LUMENTUM HOLDINGS INC,55000.0,3.71
00988A,2026-05-26,2454,聯發科,350000.0,3.51
00988A,2026-05-26,6787 JP,MEIKO ELECTRONICS CO LTD,175000.0,3.25
00988A,2026-05-26,2383,台光電,248000.0,3.09
00988A,2026-05-26,5801 JP,FURUKAWA ELECTRIC CO LTD,100000.0,2.8
00988A,2026-05-26,285A JP,KIOXIA HOLDINGS CORP,95000.0,2.76
00988A,2026-05-26,5706 JP,Mitsui Mining ＆ Smelting Co,110000.0,2.75
00988A,2026-05-26,4062 JP,IBIDEN CO LTD,275000.0,2.68
00988A,2026-05-26,IFX GY,INFINEON TECHNOLOGIES AG,375000.0,2.5
00988A,2026-05-26,MRVL US,MARVELL TECHNOLOGY INC,160000.0,2.47
00988A,2026-05-26,CIEN US,CIENA CORP,52000.0,2.32
00988A,2026-05-26,6997 JP,NIPPON CHEMI-CON CORP,1200000.0,2.3
00988A,2026-05-26,WDC US,WESTERN DIGITAL CORP,57000.0,2.21
00988A,2026-05-26,2330,台積電,400000.0,2.14
00988A,2026-05-26,COHR US,COHERENT INC,68000.0,1.92
00988A,2026-05-26,6981 JP,MURATA MANUFACTURING CO LTD,500000.0,1.88
00988A,2026-05-26,5274,信驊,46000.0,1.87
00988A,2026-05-26,2308,台達電,307000.0,1.7
00988A,2026-05-26,6515,穎崴,80000.0,1.68
00988A,2026-05-26,GLW US,CORNING INC,112500.0,1.63
00988A,2026-05-26,7826 JP,FURUYA METAL CO LTD,374300.0,1.61
00988A,2026-05-26,3711,日月光投控,1100000.0,1.58
00988A,2026-05-26,GEV US,GE VERNOVA INC,19000.0,1.51
00988A,2026-05-26,VSH US,VISHAY INTERTECHNOLOGY INC,400000.0,1.49
00988A,2026-05-26,AIXA GY,AIXTRON SE,305000.0,1.39
00988A,2026-05-26,3017,奇鋐,215000.0,1.38
00988A,2026-05-26,6223,旺矽,90000.0,1.32
00988A,2026-05-26,SOI FP,S.O.I.T.E.C.,90000.0,1.29
00988A,2026-05-26,GOOGL US,ALPHABET INC-CL A(Alphabet公司),44000.0,1.27
00988A,2026-05-26,NVDA US,NVIDIA CORP(輝達公司),75000.0,1.19
00988A,2026-05-26,ENR GY,SIEMENS ENERGY AG,75000.0,1.17
00988A,2026-05-26,NOK US,NOKIA CORP-SPON ADR,750000.0,0.91
00988A,2026-05-26,603256 CH,GRACE FABRIC TECHNOLOGY CO-A,450000.0,0.9
00988A,2026-05-26,AXTI US,AXT INC,90000.0,0.88
00988A,2026-05-26,6274,台燿,230000.0,0.86
00988A,2026-05-26,HOT GY,HOCHTIEF AG,20000.0,0.83
00988A,2026-05-26,ARM US,ARM HOLDINGS PLC,28518.0,0.68
00988A,2026-05-26,7769,鴻勁,36000.0,0.67
00988A,2026-05-26,2360,致茂,110000.0,0.65
00988A,2026-05-26,6869 HK,YANGTZE OPTICAL FIBRE AND-H,260000.0,0.52
00988A,2026-05-27,MU US,MICRON TECHNOLOGY INC,78500.0,5.41
00988A,2026-05-27,009150 KS,Samsung Electro-Mechanics co(009150 ks),60000.0,5.0
00988A,2026-05-27,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),122000.0,4.49
00988A,2026-05-27,SNDK US,SANDISK CORP,38000.0,4.49
00988A,2026-05-27,2454,聯發科,350000.0,3.84
00988A,2026-05-27,3037,欣興,1500000.0,3.83
00988A,2026-05-27,BE US,BLOOM ENERGY CORP- A,170000.0,3.71
00988A,2026-05-27,LITE US,LUMENTUM HOLDINGS INC,55000.0,3.69
00988A,2026-05-27,2383,台光電,248000.0,3.11
00988A,2026-05-27,6787 JP,MEIKO ELECTRONICS CO LTD,175000.0,3.09
00988A,2026-05-27,285A JP,KIOXIA HOLDINGS CORP,95000.0,2.68
00988A,2026-05-27,5706 JP,Mitsui Mining ＆ Smelting Co,110000.0,2.66
00988A,2026-05-27,4062 JP,IBIDEN CO LTD,275000.0,2.62
00988A,2026-05-27,5801 JP,FURUKAWA ELECTRIC CO LTD,100000.0,2.62
00988A,2026-05-27,IFX GY,INFINEON TECHNOLOGIES AG,375000.0,2.49
00988A,2026-05-27,MRVL US,MARVELL TECHNOLOGY INC,160000.0,2.36
00988A,2026-05-27,WDC US,WESTERN DIGITAL CORP,57000.0,2.25
00988A,2026-05-27,CIEN US,CIENA CORP,52000.0,2.25
00988A,2026-05-27,2330,台積電,400000.0,2.18
00988A,2026-05-27,6997 JP,NIPPON CHEMI-CON CORP,1200000.0,2.16
00988A,2026-05-27,5274,信驊,46000.0,1.98
00988A,2026-05-27,COHR US,COHERENT INC,68000.0,1.92
00988A,2026-05-27,6515,穎崴,80000.0,1.85
00988A,2026-05-27,2308,台達電,307000.0,1.83
00988A,2026-05-27,6981 JP,MURATA MANUFACTURING CO LTD,500000.0,1.82
00988A,2026-05-27,3711,日月光投控,1100000.0,1.67
00988A,2026-05-27,GLW US,CORNING INC,112500.0,1.6
00988A,2026-05-27,7826 JP,FURUYA METAL CO LTD,374300.0,1.55
00988A,2026-05-27,AIXA GY,AIXTRON SE,305000.0,1.51
00988A,2026-05-27,GEV US,GE VERNOVA INC,19000.0,1.46
00988A,2026-05-27,VSH US,VISHAY INTERTECHNOLOGY INC,400000.0,1.45
00988A,2026-05-27,3017,奇鋐,215000.0,1.37
00988A,2026-05-27,6223,旺矽,90000.0,1.36
00988A,2026-05-27,GOOGL US,ALPHABET INC-CL A(Alphabet公司),44000.0,1.27
00988A,2026-05-27,SOI FP,S.O.I.T.E.C.,90000.0,1.2
00988A,2026-05-27,NVDA US,NVIDIA CORP(輝達公司),75000.0,1.18
00988A,2026-05-27,ENR GY,SIEMENS ENERGY AG,75000.0,1.13
00988A,2026-05-27,603256 CH,GRACE FABRIC TECHNOLOGY CO-A,450000.0,0.89
00988A,2026-05-27,6274,台燿,230000.0,0.89
00988A,2026-05-27,NOK US,NOKIA CORP-SPON ADR,750000.0,0.87
00988A,2026-05-27,HOT GY,HOCHTIEF AG,20000.0,0.83
00988A,2026-05-27,AXTI US,AXT INC,90000.0,0.82
00988A,2026-05-27,2360,致茂,110000.0,0.68
00988A,2026-05-27,7769,鴻勁,36000.0,0.66
00988A,2026-05-27,ARM US,ARM HOLDINGS PLC,28518.0,0.64
00988A,2026-05-27,6869 HK,YANGTZE OPTICAL FIBRE AND-H,260000.0,0.51
00988A,2026-05-27,6963 JP,ROHM CO LTD,200000.0,0.48
00988A,2026-05-28,009150 KS,Samsung Electro-Mechanics co(009150 ks),63000.0,5.76
00988A,2026-05-28,MU US,MICRON TECHNOLOGY INC,78500.0,5.39
00988A,2026-05-28,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),122000.0,4.7
00988A,2026-05-28,SNDK US,SANDISK CORP,38000.0,4.64
00988A,2026-05-28,BE US,BLOOM ENERGY CORP- A,170000.0,3.66
00988A,2026-05-28,2454,聯發科,350000.0,3.65
00988A,2026-05-28,3037,欣興,1500000.0,3.64
00988A,2026-05-28,LITE US,LUMENTUM HOLDINGS INC,55000.0,3.52
00988A,2026-05-28,6787 JP,MEIKO ELECTRONICS CO LTD,175000.0,3.07
00988A,2026-05-28,2383,台光電,248000.0,2.97
00988A,2026-05-28,285A JP,KIOXIA HOLDINGS CORP,95000.0,2.71
00988A,2026-05-28,IFX GY,INFINEON TECHNOLOGIES AG,375000.0,2.59
00988A,2026-05-28,4062 JP,IBIDEN CO LTD,275000.0,2.53
00988A,2026-05-28,5706 JP,Mitsui Mining ＆ Smelting Co,110000.0,2.5
00988A,2026-05-28,6997 JP,NIPPON CHEMI-CON CORP,1200000.0,2.45
00988A,2026-05-28,MRVL US,MARVELL TECHNOLOGY INC,160000.0,2.44
00988A,2026-05-28,5801 JP,FURUKAWA ELECTRIC CO LTD,100000.0,2.42
00988A,2026-05-28,WDC US,WESTERN DIGITAL CORP,57000.0,2.25
00988A,2026-05-28,CIEN US,CIENA CORP,52000.0,2.2
00988A,2026-05-28,2330,台積電,400000.0,2.17
00988A,2026-05-28,6981 JP,MURATA MANUFACTURING CO LTD,500000.0,1.99
00988A,2026-05-28,5274,信驊,46000.0,1.94
00988A,2026-05-28,COHR US,COHERENT INC,68000.0,1.91
00988A,2026-05-28,2308,台達電,307000.0,1.74
00988A,2026-05-28,6515,穎崴,80000.0,1.73
00988A,2026-05-28,3711,日月光投控,1100000.0,1.63
00988A,2026-05-28,AIXA GY,AIXTRON SE,305000.0,1.56
00988A,2026-05-28,VSH US,VISHAY INTERTECHNOLOGY INC,400000.0,1.55
00988A,2026-05-28,GLW US,CORNING INC,112500.0,1.53
00988A,2026-05-28,7826 JP,FURUYA METAL CO LTD,374300.0,1.5
00988A,2026-05-28,SOI FP,S.O.I.T.E.C.,90000.0,1.49
00988A,2026-05-28,GEV US,GE VERNOVA INC,19000.0,1.41
00988A,2026-05-28,3017,奇鋐,215000.0,1.31
00988A,2026-05-28,GOOGL US,ALPHABET INC-CL A(Alphabet公司),44000.0,1.28
00988A,2026-05-28,6223,旺矽,90000.0,1.26
00988A,2026-05-28,NVDA US,NVIDIA CORP(輝達公司),75000.0,1.19
00988A,2026-05-28,ENR GY,SIEMENS ENERGY AG,75000.0,1.08
00988A,2026-05-28,603256 CH,GRACE FABRIC TECHNOLOGY CO-A,450000.0,0.98
00988A,2026-05-28,NOK US,NOKIA CORP-SPON ADR,750000.0,0.85
00988A,2026-05-28,6274,台燿,230000.0,0.84
00988A,2026-05-28,HOT GY,HOCHTIEF AG,20000.0,0.83
00988A,2026-05-28,AXTI US,AXT INC,90000.0,0.77
00988A,2026-05-28,ARM US,ARM HOLDINGS PLC,28518.0,0.71
00988A,2026-05-28,2360,致茂,110000.0,0.67
00988A,2026-05-28,7769,鴻勁,36000.0,0.66
00988A,2026-05-28,6963 JP,ROHM CO LTD,200000.0,0.47
00988A,2026-05-29,009150 KS,Samsung Electro-Mechanics co(009150 ks),63000.0,5.81
00988A,2026-05-29,MU US,MICRON TECHNOLOGY INC,85500.0,5.39
00988A,2026-05-29,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),145000.0,4.86
00988A,2026-05-29,SNDK US,SANDISK CORP,38000.0,4.18
00988A,2026-05-29,3037,欣興,1500000.0,3.28
00988A,2026-05-29,BE US,BLOOM ENERGY CORP- A,170000.0,3.14
00988A,2026-05-29,2454,聯發科,350000.0,3.12
00988A,2026-05-29,LITE US,LUMENTUM HOLDINGS INC,55000.0,3.05
00988A,2026-05-29,2383,台光電,288000.0,3.05
00988A,2026-05-29,IFX GY,INFINEON TECHNOLOGIES AG,475000.0,2.91
00988A,2026-05-29,6787 JP,MEIKO ELECTRONICS CO LTD,175000.0,2.75
00988A,2026-05-29,MRVL US,MARVELL TECHNOLOGY INC,200000.0,2.66
00988A,2026-05-29,4062 JP,IBIDEN CO LTD,275000.0,2.58
00988A,2026-05-29,6981 JP,MURATA MANUFACTURING CO LTD,650000.0,2.55
00988A,2026-05-29,285A JP,KIOXIA HOLDINGS CORP,95000.0,2.55
00988A,2026-05-29,6997 JP,NIPPON CHEMI-CON CORP,1200000.0,2.48
00988A,2026-05-29,5706 JP,Mitsui Mining ＆ Smelting Co,110000.0,2.31
00988A,2026-05-29,5801 JP,FURUKAWA ELECTRIC CO LTD,100000.0,2.12
00988A,2026-05-29,WDC US,WESTERN DIGITAL CORP,57000.0,1.96
00988A,2026-05-29,CIEN US,CIENA CORP,52000.0,1.96
00988A,2026-05-29,2330,台積電,400000.0,1.95
00988A,2026-05-29,5274,信驊,46000.0,1.81
00988A,2026-05-29,VSH US,VISHAY INTERTECHNOLOGY INC,520000.0,1.76
00988A,2026-05-29,COHR US,COHERENT INC,68000.0,1.59
00988A,2026-05-29,2308,台達電,307000.0,1.55
00988A,2026-05-29,6515,穎崴,80000.0,1.44
00988A,2026-05-29,3711,日月光投控,1100000.0,1.39
00988A,2026-05-29,7826 JP,FURUYA METAL CO LTD,374300.0,1.34
00988A,2026-05-29,AIXA GY,AIXTRON SE,305000.0,1.34
00988A,2026-05-29,GLW US,CORNING INC,112500.0,1.32
00988A,2026-05-29,SOI FP,S.O.I.T.E.C.,90000.0,1.21
00988A,2026-05-29,3017,奇鋐,215000.0,1.19
00988A,2026-05-29,GEV US,GE VERNOVA INC,19000.0,1.19
00988A,2026-05-29,ARM US,ARM HOLDINGS PLC,50518.0,1.16
00988A,2026-05-29,6223,旺矽,90000.0,1.11
00988A,2026-05-29,GOOGL US,ALPHABET INC-CL A(Alphabet公司),44000.0,1.09
00988A,2026-05-29,NVDA US,NVIDIA CORP(輝達公司),75000.0,1.03
00988A,2026-05-29,ENR GY,SIEMENS ENERGY AG,75000.0,0.93
00988A,2026-05-29,603256 CH,GRACE FABRIC TECHNOLOGY CO-A,450000.0,0.87
00988A,2026-05-29,6274,台燿,230000.0,0.81
00988A,2026-05-29,HOT GY,HOCHTIEF AG,20000.0,0.74
00988A,2026-05-29,NOK US,NOKIA CORP-SPON ADR,750000.0,0.72
00988A,2026-05-29,7769,鴻勁,36000.0,0.62
00988A,2026-05-29,AXTI US,AXT INC,90000.0,0.6
