etf,date,code,name,shares,weight
00999A,2026-05-23,8454,富邦媒體科技,854000,0.95
00999A,2026-05-23,2727,王品餐飲,694000,0.94
00999A,2026-05-23,9938,台灣百和工業,3662000,0.92
00999A,2026-05-23,3653,健策精密工業,42000,0.9
00999A,2026-05-23,2204,中華汽車工業,2833000,0.88
00999A,2026-05-23,2347,聯強國際,1789000,0.88
00999A,2026-05-23,9802,鈺齊國際,2003000,0.88
00999A,2026-05-23,8112,至上電子,1706000,0.86
00999A,2026-05-23,4105,台灣東洋藥品工業,1831000,0.79
00999A,2026-05-23,2454,聯發科技,34000,0.77
00999A,2026-05-23,3045,台灣大哥大,1145000,0.75
00999A,2026-05-23,9907,統一實業,7948000,0.74
00999A,2026-05-23,6768,志強國際企業,1507000,0.74
00999A,2026-05-23,4746,台耀化學,2282000,0.7
00999A,2026-05-23,4904,遠傳電信,1226000,0.68
00999A,2026-05-23,3227,原相科技,471000,0.64
00999A,2026-05-23,9939,宏全國際,647000,0.48
00999A,2026-05-23,1215,台灣卜蜂企業,522000,0.44
00999A,2026-05-23,6146,耕興,294000,0.38
00999A,2026-05-23,9958,世紀鋼鐵結構,626000,0.37
00999A,2026-05-23,6782,視陽光學,243000,0.27
00999A,2026-05-24,2330,台灣積體電路製造,506000,6.66
00999A,2026-05-24,2308,台達電子工業,347000,4.24
00999A,2026-05-24,2357,華碩電腦,773000,3.08
00999A,2026-05-24,2383,台光電子材料,100000,2.92
00999A,2026-05-24,1477,聚陽實業,2041000,2.61
00999A,2026-05-24,2618,長榮航空,11135000,2.31
00999A,2026-05-24,2360,致茂電子,172000,2.28
00999A,2026-05-24,7769,鴻勁精密,50000,2.26
00999A,2026-05-24,2382,廣達電腦,1211000,2.23
00999A,2026-05-24,2385,群光電子,2867000,2.2
00999A,2026-05-24,2345,智邦科技,146000,2.11
00999A,2026-05-24,2317,鴻海精密工業,1405000,2.05
00999A,2026-05-24,3017,奇鋐科技,131000,1.95
00999A,2026-05-24,6669,緯穎科技服務,59000,1.9
00999A,2026-05-24,2368,金像電子（股）公司,240000,1.86
00999A,2026-05-24,1319,東陽實業廠,3828000,1.82
00999A,2026-05-24,2408,南亞科技,971000,1.76
00999A,2026-05-24,3526,凡甲科技,823000,1.76
00999A,2026-05-24,5274,信驊科技,17000,1.76
00999A,2026-05-24,3592,瑞鼎科技,1116000,1.73
00999A,2026-05-24,6121,新普科技,724000,1.61
00999A,2026-05-24,8210,勤誠興業,205000,1.61
00999A,2026-05-24,2548,華固建設,2198000,1.58
00999A,2026-05-24,3665,貿聯控股（BizLink Holding In,119000,1.55
00999A,2026-05-24,4915,致伸科技,3560000,1.5
00999A,2026-05-24,6223,旺矽科技,42000,1.48
00999A,2026-05-24,2393,億光電子工業,3826000,1.46
00999A,2026-05-24,2059,川湖科技,46000,1.37
00999A,2026-05-24,2344,華邦電子,1877000,1.37
00999A,2026-05-24,3711,日月光投資控股,388000,1.27
00999A,2026-05-24,6515,穎崴科技,25000,1.27
00999A,2026-05-24,9910,豐泰企業,3149000,1.26
00999A,2026-05-24,2731,雄獅旅行社,1333000,1.25
00999A,2026-05-24,8299,群聯電子,86000,1.22
00999A,2026-05-24,6274,台燿科技,141000,1.2
00999A,2026-05-24,3090,日電貿,920000,1.15
00999A,2026-05-24,6670,復盛應用科技,669000,1.02
00999A,2026-05-24,6805,富世達,96000,1.01
00999A,2026-05-24,9941,裕融企業,2357000,1.01
00999A,2026-05-24,5534,長虹建設,2219000,0.98
00999A,2026-05-24,8454,富邦媒體科技,854000,0.95
00999A,2026-05-24,2727,王品餐飲,694000,0.94
00999A,2026-05-24,9938,台灣百和工業,3662000,0.92
00999A,2026-05-24,3653,健策精密工業,42000,0.9
00999A,2026-05-24,2204,中華汽車工業,2833000,0.88
00999A,2026-05-24,2347,聯強國際,1789000,0.88
00999A,2026-05-24,9802,鈺齊國際,2003000,0.88
00999A,2026-05-24,8112,至上電子,1706000,0.86
00999A,2026-05-24,4105,台灣東洋藥品工業,1831000,0.79
00999A,2026-05-24,2454,聯發科技,34000,0.77
00999A,2026-05-24,3045,台灣大哥大,1145000,0.75
00999A,2026-05-24,9907,統一實業,7948000,0.74
00999A,2026-05-24,6768,志強國際企業,1507000,0.74
00999A,2026-05-24,4746,台耀化學,2282000,0.7
00999A,2026-05-24,4904,遠傳電信,1226000,0.68
00999A,2026-05-24,3227,原相科技,471000,0.64
00999A,2026-05-24,9939,宏全國際,647000,0.48
00999A,2026-05-24,1215,台灣卜蜂企業,522000,0.44
00999A,2026-05-24,6146,耕興,294000,0.38
00999A,2026-05-24,9958,世紀鋼鐵結構,626000,0.37
00999A,2026-05-24,6782,視陽光學,243000,0.27
00999A,2026-05-25,2330,台灣積體電路製造,506000,6.77
00999A,2026-05-25,2308,台達電子工業,347000,4.6
00999A,2026-05-25,2383,台光電子材料,100000,3.19
00999A,2026-05-25,2357,華碩電腦,773000,3.17
00999A,2026-05-25,1477,聚陽實業,2041000,2.55
00999A,2026-05-25,2360,致茂電子,172000,2.45
00999A,2026-05-25,2618,長榮航空,11135000,2.29
00999A,2026-05-25,2382,廣達電腦,1211000,2.22
00999A,2026-05-25,7769,鴻勁精密,50000,2.21
00999A,2026-05-25,2385,群光電子,2867000,2.17
00999A,2026-05-25,2345,智邦科技,146000,2.15
00999A,2026-05-25,2317,鴻海精密工業,1405000,2.12
00999A,2026-05-25,2368,金像電子（股）公司,240000,1.98
00999A,2026-05-25,3017,奇鋐科技,131000,1.95
00999A,2026-05-25,6669,緯穎科技服務,59000,1.92
00999A,2026-05-25,3592,瑞鼎科技,1116000,1.84
00999A,2026-05-25,1319,東陽實業廠,3828000,1.79
00999A,2026-05-25,3526,凡甲科技,823000,1.78
00999A,2026-05-25,5274,信驊科技,17000,1.75
00999A,2026-05-25,8210,勤誠興業,205000,1.7
00999A,2026-05-25,2408,南亞科技,971000,1.66
00999A,2026-05-25,3665,貿聯控股（BizLink Holding In,119000,1.64
00999A,2026-05-25,6121,新普科技,724000,1.61
00999A,2026-05-25,2548,華固建設,2198000,1.55
00999A,2026-05-25,6223,旺矽科技,42000,1.51
00999A,2026-05-25,4915,致伸科技,3560000,1.49
00999A,2026-05-25,2393,億光電子工業,3826000,1.45
00999A,2026-05-25,2344,華邦電子,1877000,1.4
00999A,2026-05-25,3711,日月光投資控股,388000,1.39
00999A,2026-05-25,2059,川湖科技,46000,1.33
00999A,2026-05-25,6274,台燿科技,141000,1.31
00999A,2026-05-25,6515,穎崴科技,25000,1.28
00999A,2026-05-25,3090,日電貿,920000,1.26
00999A,2026-05-25,2731,雄獅旅行社,1333000,1.24
00999A,2026-05-25,8299,群聯電子,86000,1.24
00999A,2026-05-25,9910,豐泰企業,3149000,1.24
00999A,2026-05-25,9941,裕融企業,2357000,1.0
00999A,2026-05-25,6670,復盛應用科技,669000,0.99
00999A,2026-05-25,6805,富世達,96000,0.97
00999A,2026-05-25,5534,長虹建設,2219000,0.96
00999A,2026-05-25,8454,富邦媒體科技,854000,0.93
00999A,2026-05-25,3653,健策精密工業,42000,0.92
00999A,2026-05-25,2727,王品餐飲,694000,0.92
00999A,2026-05-25,9938,台灣百和工業,3662000,0.9
00999A,2026-05-25,2204,中華汽車工業,2833000,0.87
00999A,2026-05-25,2347,聯強國際,1789000,0.87
00999A,2026-05-25,9802,鈺齊國際,2003000,0.86
00999A,2026-05-25,2454,聯發科技,34000,0.84
00999A,2026-05-25,8112,至上電子,1706000,0.82
00999A,2026-05-25,4105,台灣東洋藥品工業,1831000,0.78
00999A,2026-05-25,3045,台灣大哥大,1145000,0.74
00999A,2026-05-25,9907,統一實業,7948000,0.73
00999A,2026-05-25,6768,志強國際企業,1507000,0.73
00999A,2026-05-25,4746,台耀化學,2282000,0.68
00999A,2026-05-25,4904,遠傳電信,1226000,0.67
00999A,2026-05-25,3227,原相科技,471000,0.63
00999A,2026-05-25,9939,宏全國際,647000,0.47
00999A,2026-05-25,1215,台灣卜蜂企業,522000,0.43
00999A,2026-05-25,9958,世紀鋼鐵結構,626000,0.38
00999A,2026-05-25,6146,耕興,294000,0.38
00999A,2026-05-25,6782,視陽光學,243000,0.27
00999A,2026-05-27,2330,台灣積體電路製造,506000,6.95
00999A,2026-05-27,2308,台達電子工業,347000,5.22
00999A,2026-05-27,2357,華碩電腦,773000,3.23
00999A,2026-05-27,2383,台光電子材料,100000,3.17
00999A,2026-05-27,2360,致茂電子,172000,2.7
00999A,2026-05-27,1477,聚陽實業,2041000,2.63
00999A,2026-05-27,7769,鴻勁精密,50000,2.33
00999A,2026-05-27,2385,群光電子,2867000,2.32
00999A,2026-05-27,2618,長榮航空,11135000,2.31
00999A,2026-05-27,2345,智邦科技,146000,2.28
00999A,2026-05-27,2382,廣達電腦,1211000,2.26
00999A,2026-05-27,2317,鴻海精密工業,1405000,2.21
00999A,2026-05-27,3017,奇鋐科技,131000,2.11
00999A,2026-05-27,2368,金像電子（股）公司,240000,1.97
00999A,2026-05-27,3592,瑞鼎科技,1116000,1.87
00999A,2026-05-27,5274,信驊科技,17000,1.85
00999A,2026-05-27,3526,凡甲科技,823000,1.83
00999A,2026-05-27,2408,南亞科技,971000,1.81
00999A,2026-05-27,1319,東陽實業廠,3828000,1.8
00999A,2026-05-27,6669,緯穎科技服務,59000,1.79
00999A,2026-05-27,2344,華邦電子,1877000,1.74
00999A,2026-05-27,8210,勤誠興業,205000,1.71
00999A,2026-05-27,6121,新普科技,724000,1.71
00999A,2026-05-27,6223,旺矽科技,42000,1.6
00999A,2026-05-27,2548,華固建設,2198000,1.59
00999A,2026-05-27,4915,致伸科技,3560000,1.53
00999A,2026-05-27,3665,貿聯控股（BizLink Holding In,119000,1.5
00999A,2026-05-27,3711,日月光投資控股,388000,1.49
00999A,2026-05-27,6515,穎崴科技,25000,1.46
00999A,2026-05-27,2393,億光電子工業,3826000,1.43
00999A,2026-05-27,6274,台燿科技,141000,1.37
00999A,2026-05-27,2059,川湖科技,46000,1.35
00999A,2026-05-27,2731,雄獅旅行社,1333000,1.32
00999A,2026-05-27,3090,日電貿,920000,1.27
00999A,2026-05-27,8299,群聯電子,86000,1.27
00999A,2026-05-27,9910,豐泰企業,3149000,1.26
00999A,2026-05-27,6670,復盛應用科技,669000,1.05
00999A,2026-05-27,9941,裕融企業,2357000,1.01
00999A,2026-05-27,6805,富世達,96000,1.0
00999A,2026-05-27,5534,長虹建設,2219000,0.99
00999A,2026-05-27,8454,富邦媒體科技,854000,0.97
00999A,2026-05-27,2727,王品餐飲,694000,0.97
00999A,2026-05-27,2454,聯發科技,34000,0.94
00999A,2026-05-27,9938,台灣百和工業,3662000,0.93
00999A,2026-05-27,2347,聯強國際,1789000,0.92
00999A,2026-05-27,3653,健策精密工業,42000,0.92
00999A,2026-05-27,2204,中華汽車工業,2833000,0.89
00999A,2026-05-27,8112,至上電子,1706000,0.88
00999A,2026-05-27,9802,鈺齊國際,2003000,0.88
00999A,2026-05-27,4105,台灣東洋藥品工業,1831000,0.8
00999A,2026-05-27,3045,台灣大哥大,1145000,0.75
00999A,2026-05-27,9907,統一實業,7948000,0.75
00999A,2026-05-27,6768,志強國際企業,1507000,0.75
00999A,2026-05-27,4746,台耀化學,2282000,0.69
00999A,2026-05-27,4904,遠傳電信,1226000,0.68
00999A,2026-05-27,3227,原相科技,471000,0.64
00999A,2026-05-27,9939,宏全國際,647000,0.47
00999A,2026-05-27,1215,台灣卜蜂企業,522000,0.4
00999A,2026-05-27,6146,耕興,294000,0.39
00999A,2026-05-27,9958,世紀鋼鐵結構,626000,0.38
00999A,2026-05-27,6782,視陽光學,243000,0.28
00999A,2026-05-28,2330,台灣積體電路製造,493000,6.99
00999A,2026-05-28,2308,台達電子工業,347000,5.12
00999A,2026-05-28,2357,華碩電腦,753000,3.22
00999A,2026-05-28,2383,台光電子材料,97000,3.03
00999A,2026-05-28,2360,致茂電子,168000,2.67
00999A,2026-05-28,1477,聚陽實業,1988000,2.67
00999A,2026-05-28,7769,鴻勁精密,50000,2.38
00999A,2026-05-28,2618,長榮航空,10845000,2.37
00999A,2026-05-28,2385,群光電子,2792000,2.28
00999A,2026-05-28,2382,廣達電腦,1179000,2.25
00999A,2026-05-28,2317,鴻海精密工業,1368000,2.22
00999A,2026-05-28,2345,智邦科技,142000,2.14
00999A,2026-05-28,3017,奇鋐科技,128000,2.04
00999A,2026-05-28,1319,東陽實業廠,3728000,1.99
00999A,2026-05-28,2368,金像電子（股）公司,240000,1.94
00999A,2026-05-28,2408,南亞科技,946000,1.89
00999A,2026-05-28,5274,信驊科技,17000,1.87
00999A,2026-05-28,3592,瑞鼎科技,1087000,1.84
00999A,2026-05-28,3526,凡甲科技,802000,1.83
00999A,2026-05-28,6669,緯穎科技服務,57000,1.74
00999A,2026-05-28,6121,新普科技,705000,1.69
00999A,2026-05-28,8210,勤誠興業,200000,1.64
00999A,2026-05-28,2548,華固建設,2198000,1.64
00999A,2026-05-28,2344,華邦電子,1828000,1.63
00999A,2026-05-28,3665,貿聯控股（BizLink Holding In,116000,1.52
00999A,2026-05-28,4915,致伸科技,3467000,1.51
00999A,2026-05-28,6223,旺矽科技,41000,1.5
00999A,2026-05-28,3711,日月光投資控股,378000,1.46
00999A,2026-05-28,2393,億光電子工業,3726000,1.43
00999A,2026-05-28,6515,穎崴科技,24000,1.35
00999A,2026-05-28,2731,雄獅旅行社,1298000,1.33
00999A,2026-05-28,2059,川湖科技,45000,1.31
00999A,2026-05-28,6274,台燿科技,137000,1.3
00999A,2026-05-28,9910,豐泰企業,3067000,1.29
00999A,2026-05-28,8299,群聯電子,84000,1.27
00999A,2026-05-28,3090,日電貿,920000,1.19
00999A,2026-05-28,8454,富邦媒體科技,832000,1.08
00999A,2026-05-28,6670,復盛應用科技,651000,1.04
00999A,2026-05-28,9941,裕融企業,2296000,1.03
00999A,2026-05-28,6805,富世達,93000,1.01
00999A,2026-05-28,5534,長虹建設,2161000,1.0
00999A,2026-05-28,2727,王品餐飲,676000,0.97
00999A,2026-05-28,2454,聯發科技,34000,0.93
00999A,2026-05-28,9938,台灣百和工業,3566000,0.93
00999A,2026-05-28,2347,聯強國際,1742000,0.92
00999A,2026-05-28,2204,中華汽車工業,2759000,0.9
00999A,2026-05-28,3653,健策精密工業,41000,0.89
00999A,2026-05-28,9802,鈺齊國際,1951000,0.89
00999A,2026-05-28,8112,至上電子,1661000,0.88
00999A,2026-05-28,4105,台灣東洋藥品工業,1831000,0.83
00999A,2026-05-28,3045,台灣大哥大,1145000,0.79
00999A,2026-05-28,9907,統一實業,7948000,0.78
00999A,2026-05-28,6768,志強國際企業,1507000,0.77
00999A,2026-05-28,4746,台耀化學,2282000,0.71
00999A,2026-05-28,4904,遠傳電信,1226000,0.71
00999A,2026-05-28,3227,原相科技,471000,0.66
00999A,2026-05-28,9939,宏全國際,647000,0.49
00999A,2026-05-28,6146,耕興,294000,0.41
00999A,2026-05-28,1215,台灣卜蜂企業,522000,0.41
00999A,2026-05-28,9958,世紀鋼鐵結構,626000,0.4
00999A,2026-05-28,6782,視陽光學,243000,0.29
